transaction_id,payment_date,customer_id,price,detail_id,item_id,quantity,item_name,item_price,customer_name,registration_date,email,gender,age,birth,pref
T0000000427,2025-02-22 14:23:45,HU######,120000.0,5597.0,S003,1.0,PC-C,120000.0,小川 春香,2023-04-24 17:45:59,ftakahashi@maeda.com,M,64,1947/12/20,岩手県
T0000000428,2024-09-09 12:06:42,Iq######,50000.0,6032.0,S001,1.0,PC-A,50000.0,鈴木 篤司,2022-06-18 19:59:03,mituru35@gmail.com,M,18,1959/10/08,広島県
T0000000429,2024-10-29 13:53:05,Gf######,0.0,,,0.0,,0.0,藤井 智也,2025-01-10 13:10:57,tanakakazuya@gmail.com,F,27,1948/03/11,静岡県
T0000000430,2024-08-12 08:08:40,cz######,630000.0,5467.0,S005,3.0,PC-E,210000.0,遠藤 直人,2024-02-14 07:45:40,nanami85@gmail.com,M,69,1994/04/22,沖縄県
T0000000431,2025-01-14 08:17:00,mH######,0.0,,,0.0,,0.0,伊藤 和也,2024-05-03 07:00:54,isato@yahoo.com,F,51,1998/01/06,栃木県
T0000000432,2024-12-25 01:04:13,xc######,180000.0,1215.0,S004,1.0,PC-D,180000.0,佐藤 拓真,2022-11-08 19:45:43,gmurakami@gmail.com,M,19,1945/01/04,高知県
T0000000432,2024-12-25 01:04:13,xc######,120000.0,2576.0,S003,1.0,PC-C,120000.0,佐藤 拓真,2022-11-08 19:45:43,gmurakami@gmail.com,M,19,1945/01/04,高知県
T0000000432,2024-12-25 01:04:13,xc######,240000.0,4636.0,S003,2.0,PC-C,120000.0,佐藤 拓真,2022-11-08 19:45:43,gmurakami@gmail.com,M,19,1945/01/04,高知県
T0000000433,2025-02-07 16:57:50,uj######,210000.0,1194.0,S005,1.0,PC-E,210000.0,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県
T0000000433,2025-02-07 16:57:50,uj######,85000.0,3529.0,S002,1.0,PC-B,85000.0,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県
T0000000433,2025-02-07 16:57:50,uj######,100000.0,5437.0,S001,2.0,PC-A,50000.0,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県
T0000000434,2024-10-18 10:29:01,Ph######,0.0,,,0.0,,0.0,伊藤 結衣,2022-04-28 13:17:30,cishikawa@nakamura.org,M,22,1964/11/30,愛知県
T0000000435,2024-05-04 20:29:04,Qg######,360000.0,1006.0,S003,3.0,PC-C,120000.0,田中 直子,2023-04-25 11:26:53,kaorihashimoto@hotmail.com,F,52,1950/02/04,青森県
T0000000435,2024-05-04 20:29:04,Qg######,200000.0,4029.0,S001,4.0,PC-A,50000.0,田中 直子,2023-04-25 11:26:53,kaorihashimoto@hotmail.com,F,52,1950/02/04,青森県
T0000000436,2024-07-25 21:47:58,SD######,0.0,,,0.0,,0.0,吉田 涼平,2023-08-06 04:33:16,mituru68@yahoo.com,F,42,1981/05/31,山梨県
T0000000437,2024-12-18 16:11:41,pz######,480000.0,553.0,S003,4.0,PC-C,120000.0,藤井 千代,2024-04-25 12:12:54,kimurayuta@hotmail.com,M,43,1959/10/17,鹿児島県
T0000000437,2024-12-18 16:11:41,pz######,480000.0,1854.0,S003,4.0,PC-C,120000.0,藤井 千代,2024-04-25 12:12:54,kimurayuta@hotmail.com,M,43,1959/10/17,鹿児島県
T0000000437,2024-12-18 16:11:41,pz######,85000.0,5445.0,S002,1.0,PC-B,85000.0,藤井 千代,2024-04-25 12:12:54,kimurayuta@hotmail.com,M,43,1959/10/17,鹿児島県
T0000000438,2024-04-12 01:29:11,rW######,420000.0,5714.0,S005,2.0,PC-E,210000.0,池田 加奈,2022-05-26 02:05:36,rikaabe@okamoto.jp,M,53,1953/03/15,青森県
T0000000439,2024-11-22 09:41:30,VC######,0.0,,,0.0,,0.0,長谷川 陽一,2022-06-07 22:09:07,akira89@hotmail.com,F,76,1985/02/12,新潟県
T0000000440,2025-01-08 05:23:27,jX######,360000.0,3751.0,S004,2.0,PC-D,180000.0,岡本 太郎,2023-02-19 12:32:41,fnakamura@yamazaki.org,F,71,1950/05/25,鹿児島県
T0000000441,2024-11-10 04:07:19,SZ######,360000.0,354.0,S004,2.0,PC-D,180000.0,田中 学,2023-05-09 05:15:56,chasegawa@kobayashi.com,M,68,1954/04/11,東京都
T0000000441,2024-11-10 04:07:19,SZ######,480000.0,4555.0,S003,4.0,PC-C,120000.0,田中 学,2023-05-09 05:15:56,chasegawa@kobayashi.com,M,68,1954/04/11,東京都
T0000000442,2024-05-29 01:23:37,WK######,210000.0,834.0,S005,1.0,PC-E,210000.0,木村 里佳,2023-09-24 06:23:58,yoichiyamada@yahoo.com,F,62,1990/07/29,福島県
T0000000442,2024-05-29 01:23:37,WK######,360000.0,5147.0,S003,3.0,PC-C,120000.0,木村 里佳,2023-09-24 06:23:58,yoichiyamada@yahoo.com,F,62,1990/07/29,福島県
T0000000442,2024-05-29 01:23:37,WK######,200000.0,6108.0,S001,4.0,PC-A,50000.0,木村 里佳,2023-09-24 06:23:58,yoichiyamada@yahoo.com,F,62,1990/07/29,福島県
T0000000443,2024-11-04 10:49:54,wg######,150000.0,5479.0,S001,3.0,PC-A,50000.0,藤原 くみ子,2023-07-21 23:36:58,rika27@takahashi.com,F,47,1993/05/14,熊本県
T0000000444,2024-07-06 11:37:54,aL######,100000.0,2612.0,S001,2.0,PC-A,50000.0,林 幹,2022-08-23 23:01:14,abeyui@yahoo.com,M,60,1979/03/02,福島県
T0000000444,2024-07-06 11:37:54,aL######,85000.0,5719.0,S002,1.0,PC-B,85000.0,林 幹,2022-08-23 23:01:14,abeyui@yahoo.com,M,60,1979/03/02,福島県
T0000000445,2024-08-19 04:25:43,En######,180000.0,1325.0,S004,1.0,PC-D,180000.0,藤原 直子,2022-08-27 23:19:26,baoki@suzuki.com,M,39,1945/10/02,徳島県
T0000000446,2024-08-21 13:46:19,Ht######,85000.0,285.0,S002,1.0,PC-B,85000.0,清水 智也,2025-01-30 10:16:35,takahashiharuka@hotmail.com,M,30,1988/08/09,青森県
T0000000446,2024-08-21 13:46:19,Ht######,150000.0,1792.0,S001,3.0,PC-A,50000.0,清水 智也,2025-01-30 10:16:35,takahashiharuka@hotmail.com,M,30,1988/08/09,青森県
T0000000446,2024-08-21 13:46:19,Ht######,200000.0,4359.0,S001,4.0,PC-A,50000.0,清水 智也,2025-01-30 10:16:35,takahashiharuka@hotmail.com,M,30,1988/08/09,青森県
T0000000447,2025-02-22 21:17:34,KN######,0.0,,,0.0,,0.0,林 加奈,2022-12-08 09:54:00,tanakakana@hotmail.com,F,32,1994/05/20,佐賀県
T0000000448,2024-12-14 21:07:44,HX######,100000.0,6576.0,S001,2.0,PC-A,50000.0,小川 翔太,2024-10-22 00:12:07,kenichi09@yamamoto.com,M,76,1996/11/15,栃木県
T0000000449,2025-02-14 10:08:22,OV######,180000.0,3978.0,S004,1.0,PC-D,180000.0,石川 晃,2022-12-08 04:08:02,ikedatomoya@yahoo.com,F,78,1959/05/29,富山県
T0000000450,2025-02-23 21:24:31,zX######,0.0,,,0.0,,0.0,福田 拓真,2023-02-10 22:45:47,ehashimoto@gmail.com,M,57,1959/05/20,長野県
T0000000451,2024-12-27 04:12:49,rZ######,420000.0,4898.0,S005,2.0,PC-E,210000.0,吉田 さゆり,2022-08-27 13:48:09,kumikotakahashi@gmail.com,F,21,1950/07/24,長野県
T0000000452,2025-01-26 06:27:57,pP######,150000.0,1293.0,S001,3.0,PC-A,50000.0,鈴木 直樹,2024-04-25 19:01:18,fmatsumoto@mori.jp,F,62,1977/06/04,愛知県
T0000000453,2024-07-23 12:23:36,gz######,120000.0,2503.0,S003,1.0,PC-C,120000.0,佐々木 里佳,2024-01-08 09:41:49,satomi20@yahoo.com,M,64,1972/10/23,群馬県
T0000000454,2024-12-20 11:33:11,NK######,630000.0,986.0,S005,3.0,PC-E,210000.0,林 太郎,2024-11-29 18:23:46,maihasegawa@tanaka.jp,M,28,1971/10/11,島根県
T0000000455,2025-01-21 23:36:49,oD######,0.0,,,0.0,,0.0,村上 知実,2022-03-23 04:28:21,chiyomiura@hotmail.com,F,75,1974/03/24,兵庫県
T0000000456,2024-08-10 11:17:26,gm######,420000.0,3095.0,S005,2.0,PC-E,210000.0,中村 修平,2024-12-29 22:05:35,momokohashimoto@yamaguchi.com,F,40,1990/07/22,岡山県
T0000000456,2024-08-10 11:17:26,gm######,170000.0,5130.0,S002,2.0,PC-B,85000.0,中村 修平,2024-12-29 22:05:35,momokohashimoto@yamaguchi.com,F,40,1990/07/22,岡山県
T0000000457,2024-11-11 10:12:41,FK######,0.0,,,0.0,,0.0,中村 春香,2024-10-24 00:16:26,yumikookamoto@yahoo.com,M,41,1958/09/15,静岡県
T0000000458,2024-04-07 02:43:16,SP######,480000.0,4767.0,S003,4.0,PC-C,120000.0,山本 陽子,2024-05-19 17:33:58,uyamaguchi@yahoo.com,M,37,1999/02/06,愛媛県
T0000000458,2024-04-07 02:43:16,SP######,340000.0,6383.0,S002,4.0,PC-B,85000.0,山本 陽子,2024-05-19 17:33:58,uyamaguchi@yahoo.com,M,37,1999/02/06,愛媛県
T0000000459,2024-03-28 05:45:10,nB######,180000.0,7065.0,S004,1.0,PC-D,180000.0,佐藤 裕太,2023-10-29 12:51:50,xishikawa@nakamura.org,F,72,1950/09/07,大分県
T0000000460,2024-12-24 20:39:23,Wh######,480000.0,2157.0,S003,4.0,PC-C,120000.0,中島 さゆり,2022-11-09 02:22:10,sasakisotaro@gmail.com,M,43,1961/12/03,茨城県
T0000000460,2024-12-24 20:39:23,Wh######,540000.0,4628.0,S004,3.0,PC-D,180000.0,中島 さゆり,2022-11-09 02:22:10,sasakisotaro@gmail.com,M,43,1961/12/03,茨城県
T0000000461,2025-01-23 21:41:37,Fr######,0.0,,,0.0,,0.0,伊藤 美加子,2023-05-23 06:59:49,maedasatomi@yahoo.com,M,62,1975/08/26,栃木県
T0000000462,2024-08-15 11:43:19,Ef######,360000.0,3116.0,S003,3.0,PC-C,120000.0,伊藤 花子,2025-02-23 19:09:36,naoto81@saito.com,F,74,1981/07/27,大分県
T0000000463,2024-07-19 17:00:02,os######,120000.0,257.0,S003,1.0,PC-C,120000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000463,2024-07-19 17:00:02,os######,360000.0,4812.0,S003,3.0,PC-C,120000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000463,2024-07-19 17:00:02,os######,240000.0,5722.0,S003,2.0,PC-C,120000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000464,2024-05-08 01:32:26,Xt######,360000.0,6012.0,S004,2.0,PC-D,180000.0,高橋 明美,2022-03-26 13:43:30,reiishikawa@yahoo.com,F,64,1951/10/23,長崎県
T0000000465,2025-01-29 02:10:44,af######,0.0,,,0.0,,0.0,岡田 健一,2022-11-28 07:32:56,ryosukeyamada@gmail.com,F,51,2001/04/27,静岡県
T0000000466,2024-03-22 10:35:10,xG######,0.0,,,0.0,,0.0,鈴木 淳,2024-06-01 09:01:04,mituruyamamoto@sato.com,F,25,1986/09/14,秋田県
T0000000467,2024-03-23 22:04:42,fO######,255000.0,5705.0,S002,3.0,PC-B,85000.0,山田 洋介,2025-01-20 23:13:53,momokoinoue@hotmail.com,F,55,1954/05/18,岡山県
T0000000468,2025-01-17 14:50:08,NE######,0.0,,,0.0,,0.0,中島 拓真,2024-03-20 14:27:14,fujiinaoki@fujiwara.jp,F,47,1970/10/04,宮崎県
T0000000469,2024-07-24 21:41:31,dl######,85000.0,4970.0,S002,1.0,PC-B,85000.0,長谷川 京助,2025-03-04 15:30:42,satoyumiko@ito.jp,M,42,1982/05/07,岡山県
T0000000470,2024-09-28 03:24:26,Qo######,200000.0,2195.0,S001,4.0,PC-A,50000.0,松本 健一,2024-11-04 19:35:52,mikiikeda@shimizu.jp,M,29,1967/10/26,埼玉県
T0000000471,2024-08-08 20:36:16,iY######,100000.0,858.0,S001,2.0,PC-A,50000.0,渡辺 学,2022-03-16 01:59:10,sakamotoyasuhiro@watanabe.com,M,26,1972/03/09,福井県
T0000000471,2024-08-08 20:36:16,iY######,540000.0,4945.0,S004,3.0,PC-D,180000.0,渡辺 学,2022-03-16 01:59:10,sakamotoyasuhiro@watanabe.com,M,26,1972/03/09,福井県
T0000000472,2024-07-14 06:02:59,FA######,85000.0,5878.0,S002,1.0,PC-B,85000.0,森 和也,2022-11-15 04:54:55,kkato@matsumoto.com,M,45,1957/04/18,宮崎県
T0000000473,2025-03-06 06:30:14,Wn######,0.0,,,0.0,,0.0,佐藤 美加子,2023-09-29 21:45:07,gsasaki@suzuki.com,M,53,1990/01/16,新潟県
T0000000474,2024-05-06 04:09:08,Ec######,0.0,,,0.0,,0.0,木村 加奈,2023-01-14 04:15:40,iwatanabe@saito.jp,M,28,1958/05/02,福岡県
T0000000475,2024-12-16 03:29:05,NF######,0.0,,,0.0,,0.0,清水 充,2024-12-14 00:21:00,ryosuke95@okamoto.com,F,53,1971/04/29,茨城県
T0000000476,2024-04-10 04:06:07,tN######,0.0,,,0.0,,0.0,藤田 太郎,2022-08-08 19:02:55,qnakamura@yahoo.com,F,19,2005/08/05,香川県
T0000000477,2024-11-17 20:25:44,uj######,720000.0,928.0,S004,4.0,PC-D,180000.0,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県
T0000000477,2024-11-17 20:25:44,uj######,480000.0,5755.0,S003,4.0,PC-C,120000.0,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県
T0000000478,2024-09-28 12:11:09,UW######,360000.0,87.0,S003,3.0,PC-C,120000.0,加藤 直子,2023-03-28 09:31:23,yasuhiro78@shimizu.com,M,22,1990/11/26,群馬県
T0000000479,2025-03-03 09:26:54,Qq######,0.0,,,0.0,,0.0,伊藤 桃子,2023-04-08 19:16:30,kyosuke88@yahoo.com,M,40,2006/08/26,佐賀県
T0000000480,2025-01-30 23:10:29,VL######,240000.0,3421.0,S003,2.0,PC-C,120000.0,小川 直子,2022-07-02 02:35:13,matsudasayuri@suzuki.jp,M,27,1978/03/24,山口県
T0000000480,2025-01-30 23:10:29,VL######,360000.0,5491.0,S004,2.0,PC-D,180000.0,小川 直子,2022-07-02 02:35:13,matsudasayuri@suzuki.jp,M,27,1978/03/24,山口県
T0000000481,2024-04-10 23:53:22,rh######,720000.0,4415.0,S004,4.0,PC-D,180000.0,高橋 太一,2023-01-15 13:49:20,shoheihashimoto@takahashi.jp,F,51,1953/10/11,神奈川県
T0000000482,2024-05-11 03:02:42,iy######,0.0,,,0.0,,0.0,加藤 康弘,2024-01-01 05:09:32,akiranakagawa@gmail.com,F,38,1990/10/29,京都府
T0000000483,2025-01-24 06:33:37,NH######,0.0,,,0.0,,0.0,森 あすか,2024-10-12 06:40:36,kazuyamori@yamashita.jp,F,37,1962/03/17,千葉県
T0000000484,2024-07-16 00:33:14,rL######,840000.0,6241.0,S005,4.0,PC-E,210000.0,斎藤 あすか,2024-09-27 17:00:07,bishii@gmail.com,F,34,1953/05/13,高知県
T0000000485,2025-01-29 17:09:21,hh######,840000.0,1869.0,S005,4.0,PC-E,210000.0,伊藤 翔太,2023-02-24 07:56:45,watanabekaori@yahoo.com,F,76,1963/05/07,京都府
T0000000486,2025-01-03 06:09:36,Yd######,120000.0,3711.0,S003,1.0,PC-C,120000.0,井上 涼平,2022-09-28 13:09:10,cyoshida@yahoo.com,F,23,1992/11/25,香川県
T0000000487,2024-05-19 14:38:01,EY######,0.0,,,0.0,,0.0,岡本 花子,2025-02-18 13:18:15,htakahashi@takahashi.net,M,57,1976/06/18,福井県
T0000000488,2024-07-21 00:55:50,uv######,50000.0,6636.0,S001,1.0,PC-A,50000.0,渡辺 零,2022-04-14 15:05:58,ogawamiki@hotmail.com,M,61,1946/08/22,徳島県
T0000000489,2024-06-28 04:14:15,JX######,150000.0,4648.0,S001,3.0,PC-A,50000.0,吉田 京助,2023-02-17 02:42:25,rei11@yahoo.com,M,46,2006/08/03,富山県
T0000000490,2024-05-25 04:14:50,Nt######,100000.0,2251.0,S001,2.0,PC-A,50000.0,斎藤 淳,2024-10-15 11:25:23,vtanaka@yahoo.com,M,40,1948/05/15,京都府
T0000000491,2024-08-20 16:02:54,CS######,120000.0,515.0,S003,1.0,PC-C,120000.0,田中 浩,2023-02-01 18:50:58,akiraishikawa@nakamura.com,M,68,1945/08/24,愛媛県
T0000000492,2024-05-26 02:56:46,iT######,420000.0,1649.0,S005,2.0,PC-E,210000.0,鈴木 健一,2022-06-30 16:58:16,mai88@yahoo.com,F,53,1958/09/13,鹿児島県
T0000000493,2024-10-09 08:23:07,tp######,360000.0,5736.0,S003,3.0,PC-C,120000.0,山本 修平,2024-12-12 15:43:37,gotoshota@hotmail.com,M,30,1994/03/13,徳島県
T0000000493,2024-10-09 08:23:07,tp######,540000.0,5881.0,S004,3.0,PC-D,180000.0,山本 修平,2024-12-12 15:43:37,gotoshota@hotmail.com,M,30,1994/03/13,徳島県
T0000000494,2024-08-10 17:50:25,EB######,0.0,,,0.0,,0.0,田中 亮介,2022-07-29 03:38:50,katotaro@hotmail.com,M,36,1992/09/08,愛媛県
T0000000495,2024-05-20 01:01:42,PI######,360000.0,685.0,S003,3.0,PC-C,120000.0,伊藤 智也,2023-10-27 09:42:50,sayurisakamoto@hotmail.com,M,24,2004/05/22,沖縄県
T0000000495,2024-05-20 01:01:42,PI######,340000.0,2667.0,S002,4.0,PC-B,85000.0,伊藤 智也,2023-10-27 09:42:50,sayurisakamoto@hotmail.com,M,24,2004/05/22,沖縄県
T0000000496,2024-04-04 01:06:24,dj######,85000.0,4278.0,S002,1.0,PC-B,85000.0,田中 修平,2024-12-19 23:03:03,yoshidaatsushi@gmail.com,M,47,2002/03/02,秋田県
T0000000496,2024-04-04 01:06:24,dj######,340000.0,5731.0,S002,4.0,PC-B,85000.0,田中 修平,2024-12-19 23:03:03,yoshidaatsushi@gmail.com,M,47,2002/03/02,秋田県
T0000000497,2024-07-03 04:29:55,lz######,0.0,,,0.0,,0.0,阿部 加奈,2023-06-28 14:58:21,nnakamura@gmail.com,F,61,2007/02/16,三重県
T0000000498,2024-04-12 05:36:16,er######,240000.0,425.0,S003,2.0,PC-C,120000.0,山本 結衣,2022-10-18 14:12:43,shoheinakagawa@yamamoto.com,F,73,1991/01/12,福岡県
T0000000499,2024-04-19 06:33:47,FR######,340000.0,6498.0,S002,4.0,PC-B,85000.0,田中 太一,2024-08-03 08:16:51,maayawatanabe@yahoo.com,M,67,1957/09/29,大阪府
T0000000500,2024-04-12 20:22:27,Jp######,180000.0,4873.0,S004,1.0,PC-D,180000.0,中村 亮介,2022-06-04 04:03:45,ihashimoto@hotmail.com,F,78,1959/07/01,秋田県
T0000000501,2024-08-07 00:30:28,Ol######,100000.0,1820.0,S001,2.0,PC-A,50000.0,阿部 翔太,2022-10-12 07:23:07,nakajimataro@gmail.com,M,26,2000/10/27,長崎県
T0000000502,2024-11-09 21:50:57,KE######,200000.0,5344.0,S001,4.0,PC-A,50000.0,石川 浩,2022-07-12 07:29:24,wnakamura@hotmail.com,F,47,1955/07/31,茨城県
T0000000503,2024-06-26 05:08:34,Io######,340000.0,1395.0,S002,4.0,PC-B,85000.0,加藤 真綾,2022-03-15 08:42:15,vyamada@hotmail.com,M,48,1981/01/22,三重県
T0000000504,2024-03-26 23:55:02,hj######,0.0,,,0.0,,0.0,池田 美加子,2022-08-04 04:41:22,akiraokada@kobayashi.com,M,27,1969/07/29,鳥取県
T0000000505,2024-10-10 08:51:05,IV######,360000.0,2109.0,S003,3.0,PC-C,120000.0,田中 陽子,2022-11-15 12:43:34,taichiyamashita@sakamoto.jp,F,57,1993/06/02,茨城県
T0000000506,2024-04-13 23:21:37,Ai######,0.0,,,0.0,,0.0,山本 陽子,2023-06-08 11:14:47,harukasasaki@gmail.com,M,75,2002/11/17,栃木県
T0000000507,2024-09-12 09:02:00,Xu######,170000.0,2534.0,S002,2.0,PC-B,85000.0,田中 明美,2023-10-17 14:49:49,junnakamura@aoki.net,F,18,1955/04/30,大分県
T0000000508,2025-01-26 11:29:16,YC######,340000.0,1570.0,S002,4.0,PC-B,85000.0,松本 春香,2023-01-10 05:50:30,mikako29@gmail.com,F,30,1963/08/17,三重県
T0000000508,2025-01-26 11:29:16,YC######,720000.0,7017.0,S004,4.0,PC-D,180000.0,松本 春香,2023-01-10 05:50:30,mikako29@gmail.com,F,30,1963/08/17,三重県
T0000000509,2024-04-28 14:01:40,wh######,210000.0,2976.0,S005,1.0,PC-E,210000.0,鈴木 裕樹,2023-07-05 21:12:34,suzukihiroshi@hotmail.com,F,57,1975/05/22,愛媛県
T0000000510,2024-06-23 08:26:20,GI######,0.0,,,0.0,,0.0,伊藤 桃子,2023-11-17 07:23:27,momoko21@gmail.com,F,31,1958/03/24,静岡県
T0000000511,2025-01-21 00:49:18,bD######,0.0,,,0.0,,0.0,坂本 太一,2025-01-17 11:12:07,kenichi41@ito.jp,F,46,1978/04/24,茨城県
T0000000512,2024-05-05 14:53:30,jZ######,50000.0,386.0,S001,1.0,PC-A,50000.0,渡辺 直子,2022-06-16 02:02:32,asukasaito@yamaguchi.com,F,73,1990/04/26,埼玉県
T0000000513,2025-02-28 20:04:47,mS######,360000.0,3438.0,S003,3.0,PC-C,120000.0,中村 香織,2023-02-25 23:50:01,kenichi10@maeda.jp,M,51,2003/06/29,栃木県
T0000000513,2025-02-28 20:04:47,mS######,340000.0,3595.0,S002,4.0,PC-B,85000.0,中村 香織,2023-02-25 23:50:01,kenichi10@maeda.jp,M,51,2003/06/29,栃木県
T0000000513,2025-02-28 20:04:47,mS######,840000.0,6777.0,S005,4.0,PC-E,210000.0,中村 香織,2023-02-25 23:50:01,kenichi10@maeda.jp,M,51,2003/06/29,栃木県
T0000000514,2024-07-25 16:12:18,Zd######,0.0,,,0.0,,0.0,渡辺 康弘,2023-05-13 21:27:23,reikobayashi@kobayashi.jp,F,75,1947/01/12,岡山県
T0000000515,2025-02-17 13:25:22,yj######,360000.0,89.0,S003,3.0,PC-C,120000.0,田中 千代,2024-09-22 20:21:12,yokohasegawa@gmail.com,F,38,1994/12/21,石川県
T0000000516,2024-07-29 05:19:05,pV######,840000.0,1662.0,S005,4.0,PC-E,210000.0,中島 翔太,2024-06-20 06:26:57,asuka93@hotmail.com,F,66,1994/06/30,青森県
T0000000516,2024-07-29 05:19:05,pV######,540000.0,5323.0,S004,3.0,PC-D,180000.0,中島 翔太,2024-06-20 06:26:57,asuka93@hotmail.com,F,66,1994/06/30,青森県
T0000000517,2024-05-18 04:27:27,bU######,0.0,,,0.0,,0.0,鈴木 健一,2025-01-06 23:00:00,fujiihideki@yahoo.com,F,56,2000/02/28,千葉県
T0000000518,2024-05-26 19:49:41,Jr######,0.0,,,0.0,,0.0,井上 七夏,2024-10-16 15:50:27,satomi89@aoki.com,M,57,1973/09/23,山口県
T0000000519,2024-08-28 07:23:08,kX######,255000.0,3465.0,S002,3.0,PC-B,85000.0,佐藤 あすか,2024-03-25 18:08:31,ishikawaminoru@hotmail.com,F,60,1969/07/07,兵庫県
T0000000520,2024-09-04 09:49:10,Zo######,200000.0,2773.0,S001,4.0,PC-A,50000.0,山本 翔太,2023-11-10 02:03:10,tanakatsubasa@yahoo.com,M,40,1994/04/12,和歌山県
T0000000521,2024-06-03 21:10:45,Cp######,0.0,,,0.0,,0.0,坂本 花子,2022-05-27 07:32:03,momokosakamoto@hotmail.com,F,74,1955/01/18,三重県
T0000000522,2024-10-06 21:33:54,HP######,170000.0,1663.0,S002,2.0,PC-B,85000.0,高橋 知実,2024-08-24 15:35:06,hidekitakahashi@ogawa.net,F,34,1986/09/15,山口県
T0000000523,2024-10-16 12:59:29,QI######,100000.0,819.0,S001,2.0,PC-A,50000.0,中村 英樹,2022-10-06 22:52:02,minorufujii@yamamoto.jp,F,78,2001/01/12,宮崎県
T0000000524,2025-02-09 16:28:54,dj######,360000.0,1848.0,S003,3.0,PC-C,120000.0,田中 修平,2024-12-19 23:03:03,yoshidaatsushi@gmail.com,M,47,2002/03/02,秋田県
T0000000525,2024-09-14 01:07:37,Ij######,0.0,,,0.0,,0.0,山口 桃子,2022-04-07 04:47:24,mkimura@yahoo.com,M,20,1952/07/04,富山県
T0000000526,2024-07-10 19:21:35,Qf######,480000.0,5428.0,S003,4.0,PC-C,120000.0,小林 春香,2022-06-22 18:24:58,yamamotohideki@ishii.net,M,41,1958/10/05,愛知県
T0000000526,2024-07-10 19:21:35,Qf######,420000.0,7062.0,S005,2.0,PC-E,210000.0,小林 春香,2022-06-22 18:24:58,yamamotohideki@ishii.net,M,41,1958/10/05,愛知県
T0000000527,2024-07-01 05:29:27,Qm######,340000.0,2279.0,S002,4.0,PC-B,85000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000527,2024-07-01 05:29:27,Qm######,50000.0,2569.0,S001,1.0,PC-A,50000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000527,2024-07-01 05:29:27,Qm######,240000.0,5002.0,S003,2.0,PC-C,120000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000527,2024-07-01 05:29:27,Qm######,360000.0,5022.0,S004,2.0,PC-D,180000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000528,2024-08-29 07:28:16,Yi######,210000.0,1438.0,S005,1.0,PC-E,210000.0,田中 健一,2025-02-03 06:49:42,satomiyamashita@yahoo.com,F,51,1981/09/27,新潟県
T0000000528,2024-08-29 07:28:16,Yi######,85000.0,5436.0,S002,1.0,PC-B,85000.0,田中 健一,2025-02-03 06:49:42,satomiyamashita@yahoo.com,F,51,1981/09/27,新潟県
T0000000528,2024-08-29 07:28:16,Yi######,120000.0,6137.0,S003,1.0,PC-C,120000.0,田中 健一,2025-02-03 06:49:42,satomiyamashita@yahoo.com,F,51,1981/09/27,新潟県
T0000000529,2024-10-20 15:17:54,CR######,840000.0,6502.0,S005,4.0,PC-E,210000.0,高橋 学,2024-06-25 20:39:31,shotahayashi@yahoo.com,F,26,1954/03/09,石川県
T0000000530,2024-09-30 19:58:37,Wv######,0.0,,,0.0,,0.0,藤井 七夏,2024-11-20 19:15:41,mai72@hotmail.com,F,19,1960/11/28,新潟県
T0000000531,2024-12-15 01:35:45,sE######,0.0,,,0.0,,0.0,岡田 和也,2023-06-11 08:45:46,fsato@gmail.com,M,66,1981/09/06,沖縄県
T0000000532,2024-12-19 15:43:47,Df######,120000.0,5880.0,S003,1.0,PC-C,120000.0,藤田 浩,2025-02-06 12:11:53,akemi62@sato.com,F,64,1945/12/21,長野県
T0000000533,2024-12-13 07:16:49,lH######,0.0,,,0.0,,0.0,佐藤 知実,2024-04-05 19:20:21,yosukeyamashita@fujii.com,F,22,2006/06/06,石川県
T0000000534,2024-08-18 19:19:15,CD######,480000.0,528.0,S003,4.0,PC-C,120000.0,岡本 涼平,2023-06-23 23:45:20,csaito@hayashi.com,M,22,1946/01/24,高知県
T0000000534,2024-08-18 19:19:15,CD######,210000.0,842.0,S005,1.0,PC-E,210000.0,岡本 涼平,2023-06-23 23:45:20,csaito@hayashi.com,M,22,1946/01/24,高知県
